繁體	简体	清末	甬	出處（甬）	鎮	出處（鎮）	侖	出處（侖）	定	出處（定）	字頻	備註	篩選
贖	赎	joh	dzoq8	2			zoq8	10	dzoq8	11			
襩	襩		dzoq8										
塾	塾	joh	dzoq8	7					zoq8	11			
速	速	soh	soq7	1	soq7	9	soq7	10	soq7	11			
涑	涑	soh	soq7	7									
觫	觫	soh	soq7	7									
鋉	𨱈	soh	soq7	7									
誎	誎	soh	soq7	7									
欶	欶		soq7	1					soq7	11		吸	
簌	簌	soh	soq7	2									
蔌	蔌	soh	soq7	7									
樕	樕	soh	soq7	7									
殐	殐		soq7										
藗	藗		soq7										
遬	遬		soq7										
餗	𫗧		soq7										
朔	朔	soh	soq7	2	soq7	9	soq7	10	soq7	11			
塑	塑		soq7	2									
槊	槊	soh	soq7	7									
嗍	嗍	soh	soq7	3									
搠	搠	soh	soq7	7									
蒴	蒴		soq7										
宿	宿	soh	soq7	2	soq7	9	soq7	10	soq7	11			
蓿	蓿	soh	soq7	7									
𧐴	𧐴	soh	soq7	7									
摍	摍		soq7										
樎	樎		soq7										
莤	莤		soq7										
謖	谡		soq7	7									
粟	粟	soh	soq7	1	soq7	9	soq7	10	soq7	11			
僳	僳		soq7										
憟	憟		soq7										
肅	肃	soh	soq7	7	soq7	9	soq7	10	soq7	11			
㬘	㬘		soq7	1					soq7	11		燥㬘	
璛	璛		soq7										
驌	骕		soq7										
鱐	鱐		soq7										
鷫	鹔		soq7										
夙	夙	soh	soq7	2									
洬	洬		soq7										
索	索	soh	soq7	1	soq7	9	soq7	10	soq7	11			
矟	矟		soq7										
𢱢	𢱢	sôh	soq7	1							55	用手輕輕來回撫摩	
𧎳	𧎳	sôh	soq7	7									
𦵫	𦵫	sôh	soq7	7									
𥰼	𥰼	sôh	soq7	7									
𤸴	𤸴	sôh	soq7	7									
𧛻	𧛻	sôh	soq7	7									
式	式		soq7	1			soq7	10			0.00	啥…式	
什	什		soq7	2							0.00	什麼	
啥	啥		soq7	1							263257		
爍	烁	siah	soq7	2									
鑠	铄	siah	soq7	2									
叔	叔	shoh	soq7	1	soq7	9	soq7	10	soq7	11			
菽	菽	shoh	soq7	7									
琡	琡	shoh	soq7	7									
諔	諔	shoh	soq7	7									
俶	俶	shoh	soq7	7									
埱	埱	shoh	soq7	7									
尗	尗		soq7										
掓	掓		soq7										
鮛	鮛		soq7										
倏	倏		soq7										
儵	倏		soq7										
倐	倐		soq7										
虪	虪		soq7										
跾	跾		soq7										
束	束	shoh	soq7	1	soq7	9	soq7	10	soq7	11			
𠲿	𠲿	shoh	soq7	7									
縮	缩	shoh	soq7	1	soq7	9	soq7	10	soq7	11			
蹜	蹜	shoh	soq7	7									
數	数	shoh	soq7	7							0.00	屢次	
昨	昨		zoq8	2	zoq8	9	zoq8	10				白讀	
泎	泎		zoq8										
齚	齚		zoq8										
齰	𫜬		zoq8										
辱	辱	zôh	zoq8	2	zoq8	9	zoq8	10	zoq8	11			
蓐	蓐	zôh	zoq8	7									
溽	溽	zôh	zoq8	7									
褥	褥	zôh	zoq8	2	zoq8	9	zoq8	10	zoq8	11			
縟	缛	zôh	zoq8	7									
嗕	嗕	zôh	zoq8	7									
媷	媷		zoq8										
鄏	鄏		zoq8										
鑿	凿		zoq8	1	zoq8	9	dzoq8	10	zoq8	11			
𧮙	𧮙		zoq8	3					zoq8	11	10000	罵	
熟	熟	joh	zoq8	1	zoq8	9	zoq8	10	zoq8	11			
孰	孰	joh	zoq8	2	zoq8	9							
塾	塾	joh	zoq8	2					zoq8	11	0.05	又音	
淑	淑	joh	zoq8	2	zoq8	9	zoq8	10	zoq8	11			
婌	婌		zoq8										
碩	硕		zoq8	2	zaq8	9							
若	若		zoq8	6			zoq8	10					
鄀	鄀		zoq8										
勺	勺		zoq8	1	zoq8	9	zoq8	10	zoq8	11			
杓	杓	tsiah	zoq8									同“勺”	
芍	芍		zoq8	1	zoq8	9							
仢	仢		zoq8										
著	着		zoq8								0.00	同“着”	
着	着		zoq8								0.06		
國	国	koh	koq7	1	koq7	9	koq7	10	koq7	11			
国	国		koq7	1									
囯	国		koq7	1									
圀	国		koq7	1									
圐	国		koq7	1									
幗	帼	koh	koq7	7									
膕	腘	koh	koq7	7									
蟈	蝈		koq7										
嘓	啯		koq7										
閣	阁	koh	koq7	1	koq7	9	koq7	10	koq7	11			
擱	搁	koh	koq7	1	koq7	9	koq7	10					
𰟫	𰟄		koq7	3								⿰火閣。食物加少量油，用微火炒制	
閤	𬮤	koh	koq7	7									
鉻	铬		koq7									化學元素	
郭	郭	koh	koq7	2	koq7	9	koq7	10	koq7	11			
椁	椁		koq7	7									
槨	椁	koh	koq7	7									
崞	崞		koq7										
谷	谷	koh	koq7	2	koq7	9	koq7	10	koq7	11			
穀	谷	koh	koq7	1	koq7	9							
唂	唂		koq7										
轂	毂	koh	koq7	7									
榖	榖	koh	koq7	7									
䐨	䐨	koh	koq7	7									
瀫	瀫	koh	koq7	7									
濲	濲		koq7										
瀔	瀔		koq7										
糓	糓		koq7										
角	角		koq7	2	koq7	9	koq7	10	koq7	11			
埆	埆		koq7	3									
虢	虢		koq7	2			koq7	10					
㶁	㶁		koq7										
覺	觉		koq7	2	koq7	9	koq7	10				覺着	
覚	觉		koq7	2								覺着	
梏	梏	koh	koq7	7									
傕	傕		koq7										
斠	斠		koq7										
玨	玨		koq7										
鵠	鹄	koh	koq7	7							0.05		
咯	咯	koh	koq7	7							0.05		
各	各	kôh	koq7	1	koq7	9	koq7	10	koq7	11			
𣫀	𣫀	kôh	koq7	7									
該	该		koq7	3							0.00	又音 僅限於“該晌”	
戈	戈								koq7	11	0.00		
個	个								koq8	11	0.10	該個	
哭	哭	kʽoh	khoq7	1	khoq7	9	khoq7	10	khoq7	11			
廓	廓	kʽoh	khoq7	2	koq7	9	khoq7	10	khoq7	11			
鞟	鞟	kʽoh	khoq7	7									
霩	霩	kʽoh	khoq7	7									
鞹	鞹		khoq7										
擴	扩	kʽoh	khoq7	2	khoq7	9	khoq7	10	khoq7	11			
確	确		khoq7	2			khoq7	10	khoq7	11		白讀	
确	确		khoq7	2								白讀	
𤿩	𤿩		khoq7	1					khoq7	11		東西乾後與粘着處脫開，中間凸起	
焅	焅		khoq7										
窟	窟		khoq7	2			khoq7	10	khoq7	11	0.10	又音	
窖	窖	kʽoh	khoq7	2									
嚳	喾	kʽoh	khoq7	2									
酷	酷	kʽôh	khoq7	2	khoq7	9	khoq7	10	khoq7	11			
牿	牿	kʽôh	khoq7	7									
殼	壳		khoq7	1	khoq7	9	khoq7	10	khoq7	11			
殻	壳		khoq7	1	khoq7	9	khoq7	10	khoq7	11			
愙	愙		khoq7										
籗	籗		khoq7										
個	个	go	goq8	1					goq8	11	3215286		
箇	个		goq8	1									
擱	搁		goq8	1	goq8	9	goq8	10	gau6	11	0.05		
埆	埆		goq8	3							0.05	又音 墝埆	
岳	岳	ngoh	ngoq8	2									
捳	捳		ngoq8										
嶽	岳	ngoh	ngoq8	2	ngoq8	9	ngoq8	10	ngoq8	11			
鸑	鸑	ngoh	ngoq8	7									
獄	狱								ngoq8	11			
咢	咢	ngoh	ngoq8	7									
愕	愕	ngoh	ngoq8	2									
鄂	鄂	ngoh	ngoq8	2	ngoq8	9	ngoq8	10	ngoq8	11			
顎	颚	ngoh	ngoq8	2									
腭	腭	ngoh	ngoq8	2									
齶	腭		ngoq8	2	ngoq8	9							
鍔	锷	ngoh	ngoq8	7									
諤	谔	ngoh	ngoq8	7	ngoq8	9							
萼	萼	ngoh	ngoq8	2									
蕚	萼		ngoq8	2									
鶚	鹗	ngoh	ngoq8	2									
偔	偔	ngoh	ngoq8	7									
遌	遌	ngoh	ngoq8	7									
崿	崿	ngoh	ngoq8	7									
鰐	鳄		ngoq8	2									
鱷	鳄	ngoh	ngoq8	2	ngoq8	9							
堮	堮		ngoq8										
湂	湂		ngoq8										
瓁	瓁		ngoq8										
噩	噩	ngoh	ngoq8	2									
蘁	蘁	ngoh	ngoq8	7									
鑩	鑩	ngoh	ngoq8	7									
鶴	鹤	ngoh	ngoq8	1	ngoq8	9	ngoq8	10	ngoq8	11			
貉	貉	ngoh	ngoq8	7									
翯	翯	ngoh	ngoq8	7									
樂	乐		ngoq8	2	ngoq8	9					0.00	姓	
楽	乐		ngoq8	2							0.00	姓	
瓦	瓦		ngoq8	1							0.00	僅限於“硯瓦爿”一詞	
霍	霍	hoh	hoq7	1	hoq7	9	hoq7	10	hoq7	11			
藿	藿	hoh	hoq7	2	hoq7	9	hoq7	10	hoq7	11			
𢞕	𢞕		hoq7	3								喫𢞕	
嚯	嚯		hoq7	3									
臛	臛	hoh	hoq7	7									
攉	攉	hoh	hoq7	7									
癨	癨	hoh	hoq7	7									
矆	矆	hoh	hoq7	7									
劐	劐		hoq7										
瀖	瀖		hoq7										
豁	豁		hoq7	2					hoq7	11		豁出去	
壑	壑	hoh	hoq7	2									
嗀	嗀		hoq7	1					hoq7	11			
謞	謞		hoq7	3									
涸	涸	hoh	hoq7	7									
郝	郝								hoq7	11	0.05		
鍙	鍙		hoq7										
蠚	蠚	hôh	hoq7	7									
鵠	鹄		ghoq8										
獲	获	ʽôh	ghoq8	2	ghoq8	9	ghoq8	10	waq8	11			
穫	获	ʽôh	ghoq8	2									
鑊	镬	ʽôh	ghoq8	1	ghoq8	9	ghoq8	10	ghoq8	11			
蠖	蠖	ʽôh	ghoq8	7									
嚯	嚯		ghoq8	3									
或	或	ʽôh	ghoq8	2	ghoq8	9	ghoq8	10	ghoq8	11			
惑	惑	ʽôh	ghoq8	2	ghoq8	9	ghoq8	10	waq8	11			
蜮	蜮		ghoq8	1								蜮蟲	
域	域		ghoq8	2							0.05	白讀	
學	学		ghoq8	1	ghoq8	9	ghoq8	10	ghoq8	11		白讀	
斛	斛	ʽôh	ghoq8	7	ghoq8	9			ghoq8	11			
槲	槲		ghoq8										
蔛	蔛		ghoq8										
觳	觳		ghoq8										
𩵬	𩵬	ʽôh	ghoq8	7									
𣫅	𣫅		ghoq8	7									
艧	艧	ʽôh	ghoq8	7									
臒	臒	ʽôh	ghoq8	7									
雘	雘	ʽôh	ghoq8	7									
濩	濩	ʽôh	ghoq8	7									
鸌	鹱	ʽôh	ghoq8	7									
𣤨	𣤨	ʽôh	ghoq8	7									
嚄	嚄	ʽôh	ghoq8	7					ghoq8	11			
㬦	㬦	ʽôh	ghoq8	7									
彠	彟		ghoq8										
矱	矱	wu	ghoq8										
焀	焀		ghoq8										
縠	縠		ghoq8										
螜	螜		ghoq8										
隺	隺		ghoq8										
佫	佫		ghoq8										
狢	狢		ghoq8										
頶	頶		ghoq8										
貈	貈		ghoq8										
個	个	go	ghoq8	3							1607642	又音	
箇	个		ghoq8	3								又音	
屋	屋	oh	oq7	1	oq7	9	oq7	10	oq7	11			
屋	屋				uoq7	9					0.00	屋裏(鎮海)	
握	握	oh	oq7	2	oq7	9	oq7	10	oq7	11			
喔	喔		oq7										
幄	幄	oh	oq7	7									
渥	渥	oh	oq7	7									
齷	龌	oh	oq7	2	oq7	9			oq7	11			
偓	偓		oq7										
媉	媉		oq7										
楃	楃		oq7										
腛	腛		oq7										
剭	剭		oq7										
堊	垩	oh	oq7	7									
沃	沃	oh	oq7	2	oq7	9	oq7	10	oq7	11			
鋈	鋈	oh	oq7	7									
𪁕	𪁕	oh	oq7	7									
惡	恶	ôh	oq7	1	oq7	9	oq7	10	oq7	11			
悪	恶		oq7	1									
噁	𫫇	ôh	oq7	7								化學用字	
𣽏	𪶮	ôh	oq7	7									
䜑	䜑	ôh	oq7	7									
𪅴	𪅴	ôh	oq7	7									
蝁	蝁		oq7										
阿	阿	o	oq7	1							0.00	僅限於“阿講”一詞	
喫	吃		chioq7	1	chioq7	9	chioq7	10	chiuq7	11			x
玉	玉	nyüoh	gnioq8	1	gnioq8	9	gnioq8	10	gniuq8	11			
鈺	钰	nyüoh	gnioq8	7									
𧉣	𧉣	nyüoh	gnioq8	7									
砡	砡		gnioq8										
肉	肉		gnioq8	1	gnioq8	9	gnioq8	10	gniuq8	11			
𢫭	𢫭		gnioq8	1					gniuq8	11			
揉	揉				gnioq8	9					0.00		#
掿	掿		gnioq8	3									
浴	浴		gnioq8	2	gnioq8	9					0.00	白讀	
箬	箬		gnioq8	2							0.00	箬鰈魚	
鰙	鰙		gnioq8	2									
鳿	鳿		gnioq8										
焫	焫		gnioq8										
育	育		gnioq8	1							0.00	僅限於“阿育王寺”一詞	
褥	褥				gnioq8	9							
筆	笔	pih	piq7	1	piq7	9	piq7	10	piq7	11			
潷	滗	pih	piq7	1					piq7	11		擋住浸泡在液體中的東西把液體倒出來	
𢴩	𢴩	pih	piq7	7									
畢	毕	pih	piq7	1	piq7	9	piq7	10	piq7	11			
嗶	哔	pih	piq7	7									
蹕	跸	pih	piq7	7									
熚	𤇹	pih	piq7	7									
彃	𪪼	pih	piq7	7									
篳	筚	pih	piq7	7									
㻫	㻫	pih	piq7	7									
鞸	鞸	pih	piq7	7									
㮿	㮿	pih	piq7	7									
蓽	荜		piq7										
別	别	pih	piq7	7							0.00	同“彆”	
别	别	pih	piq7	7							0.00	同“彆”	
彆	别	pih	piq7	7									
𨂅	𨂅		piq7	3									
必	必	pih	piq7	1	piq7	9	piq7	10	piq7	11			
䀣	䀣		piq7	3								䀣眼火	
鉍	铋		piq7									化學元素	
苾	苾	pih	piq7	7									
柲	柲	pih	piq7	7									
鮅	𫚑	pih	piq7	7									
𥡁	𥡁	pih	piq7	7									
壁	壁	pih	piq7	1	piq7	9	piq7	10	piq7	11			
璧	璧	pih	piq7	2	piq7	9	piq7	10	piq7	11			
碧	碧	pih	piq7	1	piq7	9	piq7	10	piq7	11			
逼	逼	pih	piq7	2	piq7	9	piq7	10	piq7	11			
偪	逼		piq7	2									
煏	煏	pih	piq7	3									
愊	愊	pih	piq7	7									
憋	憋		piq7	2	piq7	9	piq7	10	piq7	11			
鱉	鳖	pih	piq7	1	piq7	9	piq7	10	piq7	11			
鼈	鳖		piq7	1									
𤎨	𤎨		piq7	1								高溫灼烤	
辟	辟	pih	piq7	7							0.00	復辟	
癟	瘪		piq7	1	piq7	9			piq7	11			
㿜	瘪	pih	piq7	1									
觱	觱	pih	piq7	7									
鼊	鼊		piq7										
莂	莂		piq7										
湢	湢		piq7										
皕	皕		piq7										
躄	躄		piq7										
虌	虌		piq7										
滭	滭		piq7										
珌	珌		piq7										
縪	縪		piq7										
罼	罼		piq7										
鏎	鏎		piq7										
韠	𫖒		piq7										
饆	饆		piq7										
百	百	pah	piq7	3							0.00	僅限於“百發百中”	
撥	拨	peh	piq7	3							0.05	又音	
疋	匹	pʽih	phiq7	1									
匹	匹	pʽih	phiq7	1	phiq7	9	phiq7	10	phiq7	11			
䏘	䏘	pʽih	phiq7	1								女陰	
𠯔	𠯔	pʽih	phiq7	7									
鴄	鴄	pʽih	phiq7	7									
撇	撇	pʽih	phiq7	1	phiq7	9	phiq7	10	phiq7	11			
丿	丿		phiq7										
氕	氕		phiq7									化學用字	
瞥	瞥	pʽih	phiq7	7	piq7	9							
蟞	蟞	pʽih	phiq7	7									
僻	僻	pʽih	phiq7	2	phiq7	9	phiq7	10	phiq7	11			
劈	劈	pʽih	phiq7	2	phiq7	9	phiq7	10	phiq7	11			
擗	劈	pʽih	phiq7	2									
霹	霹	pʽih	phiq7	1	phiq7	9							
癖	癖	pʽih	phiq7	2	phiq7	9							
闢	辟		phiq7	2	phiq7	9	phiq7	10	phiq7	11			
辟	辟		phiq7	2					phiq7	11			
澼	澼	pʽih	phiq7	7									
𩪧	𩪧	pʽih	phiq7	7									
噼	噼		phiq7										
𨵩	𨸆	pʽih	phiq7	7									
鵯	鹎		phiq7										
憵	憵		phiq7										
嫳	嫳		phiq7										
撆	撆		phiq7										
暼	暼		phiq7										
鐅	鐅		phiq7										
堛	堛		phiq7										
揊	揊		phiq7										
疈	疈		phiq7										
稫	稫		phiq7										
別	别	bih	biq8	1	biq8	9	biq8	10	biq8	11			
别	别	bih	biq8	1									
弼	弼	bih	biq8	2	biq8	9	biq8	10	biq8	11			
鼻	鼻	bih	biq8	1	biq8	9	biq8	10	biq8	11	0.06	文讀	
䕗	䕗	bih	biq8	7									
𦤫	𦤫		biq8	7									
𩑻	𩑻	bih	biq8	7									
𨳲	𨳲	bih	biq8	7									
㧙	㧙	bih	biq8	7									
笓	笓		biq8	1					biq8	11		依次緊挨着放	
䀣	䀣		biq8	3								䀣眼火	
馝	馝		biq8										
愎	愎	bih	biq8	7	biq8	9							
蹩	蹩		biq8	1	biq8	9			biq8	11			
𩦉	𩦉	bih	biq8	7									
𨂅	𨂅		biq8	3									
甓	甓	bih	biq8	7									
𧼱	𧼱		biq8	1					biq8	11		追；趕	
𤐧	𤐧		biq8	1								用火烘或高溫使乾	
煏	煏	pih	biq8	3							0.05	又音	
鷿	䴙		biq8										
鸊	䴙		biq8										
襒	襒		biq8										
腷	腷		biq8										
胇	胇		biq8										
躃	躃		biq8										
妼	妼		biq8										
怭	怭		biq8										
滅	灭	mih	miq8	2	miq8	9	miq8	10	miq8	11			
搣	搣		miq8	1					miq8	11		用手指搓捻使旋轉	
密	密	mih	miq8	1	miq8	9	miq8	10	miq8	11			
嘧	嘧		miq8									化學用字	
蜜	蜜	mih	miq8	1	miq8	9	miq8	10	miq8	11			
宓	宓	mih	miq8	7									
謐	谧	mih	miq8	7									
覕	覕	mih	miq8	7									
㳴	㳴	mih	miq8	7									
𥹅	𥹅	mih	miq8	7									
䁇	䁇	mih	miq8	7									
覓	觅		miq8	2	miq8	9	miq8	10	miq8	11			
覔	觅	mih	miq8	2									
糸	糸	mih	miq8	7									
汨	汨		miq8										
蔑	蔑	mih	miq8	1	miq8	9							
衊	蔑	mih	miq8	2									
蠛	蠛	mih	miq8	7									
篾	篾	mih	miq8	1	miq8	9	miq8	10	miq8	11			
簚	簚	mih	miq8	7									
㩢	㩢	mih	miq8	7									
幭	幭	mih	miq8	7									
幂	幂		miq8	2									
冪	幂		miq8	2	miq8	9							
冖	冖		miq8										
塓	塓		miq8										
幎	幎		miq8										
幦	幦		miq8										
漞	漞		miq8										
濗	濗		miq8										
羃	羃		miq8										
鼏	鼏		miq8										
懱	懱		miq8										
鱴	鱴		miq8										
鴓	鴓		miq8										
樒	樒		miq8										
滵	滵		miq8										
蔤	蔤		miq8										
榓	榓		miq8										
淧	淧		miq8										
末	末	meh	miq8	3							0.00	僅限於“今末”	
的	的	tih	tiq7	1	tiq7	9	tiq7	10	tiq7	11			
旳	的		tiq7	1									
扚	扚		tiq7	1								用兩個手指甲掐起或截斷	
𢯊	𢯊		tiq7	3									
玓	玓	tih	tiq7	7									
𥐝	𥐝	tih	tiq7	7									
靮	靮	tih	tiq7	7									
馰	馰	tih	tiq7	7									
魡	魡	tih	tiq7	7									
滴	滴	tih	tiq7	1	tiq7	9	tiq7	10	tiq7	11			
嫡	嫡	tih	tiq7	2	tiq7	9	tiq7	10	tiq7	11			
鏑	镝		tiq7									化學元素	
樀	樀	tih	tiq7	7									
嘀	嘀		tiq7										
適	適	tih	tiq7	7							0.00	同“嫡”	
𨮹	𨮹	tih	tiq7	7									
擿	擿		tiq7										
摘	摘				tiq7	9					0.05		
跌	跌	tih	tiq7	1	tiq7	9	tiq7	10	tiq7	11			
啇	啇		tiq7										
甋	甋		tiq7										
笘	笘		tiq7										
聑	聑		tiq7										
搭	搭		tiq7	3							0.05	又音	
倜	倜	tʽih	thiq7	7									
逖	逖	tʽih	thiq7	7									
踢	踢	tʽih	thiq7	1	thiq7	9	thiq7	10	thiq7	11			
剔	剔	tʽih	thiq7	2	thiq7	9	thiq7	10	thiq7	11			
惕	惕	tʽih	thiq7	2	thiq7	9							
䞶	䞶	tʽih	thiq7	7									
掦	掦	tʽih	thiq7	7									
餮	餮	tʽih	thiq7	7									
鐵	铁	tʽih	thiq7	1	thiq7	9	thiq7	10	thiq7	11			
鉄	铁		thiq7	1									
僣	僣	tʽih	thiq7	7									
悐	悐		thiq7										
蓨	蓨		thiq7										
趯	趯		thiq7										
逷	逷		thiq7										
蛈	蛈		thiq7										
飻	飻		thiq7										
天	天		thiq7	1							0.00	天亮 當清晨講，韻、調特殊	
聽	听	tʽing	thiq7	3							0.00	又音 僅限於“聽明”	
笛	笛	dih	diq8	1	diq8	9	diq8	10	diq8	11			
迪	迪		diq8	2	diq8	9							
廸	迪	dih	diq8	7									
頔	𬱖		diq8										
狄	狄	dih	diq8	2	diq8	9	diq8	10	diq8	11			
荻	荻	dih	diq8	2									
覿	觌	dih	diq8	7									
敵	敌	dih	diq8	2	diq8	9	diq8	10	diq8	11			
迭	迭	dih	diq8	2	diq8	9			diq8	11			
瓞	瓞	dih	diq8	7									
滌	涤	dih	diq8	2	diq8	9							
翟	翟	dih	diq8	2							0.02	白讀	
糴	籴	dih	diq8	1	diq8	9	diq8	10	diq8	11		糴米	
籊	籊	dih	diq8	7									
䌦	䌦	dih	diq8	7									
絰	绖	dih	diq8	7									
垤	垤	dih	diq8	7									
耋	耋	dih	diq8	7									
踏	踏		diq8	3							0.00	又音 僅限於“踏牀”	
梑	梑		diq8										
籴	籴		diq8										
蔋	蔋		diq8										
嵽	嵽		diq8										
恎	恎		diq8										
戜	戜		diq8										
昳	昳		diq8										
胅	胅		diq8										
苵	苵		diq8										
詄	詄		diq8										
趃	趃		diq8										
镻	镻		diq8										
秩	秩						diq8	10	diq8	11		秩序	
力	力	lih	liq8	1	liq8	9	liq8	10	liq8	11			
鳨	鳨	lih	liq8	7									
朸	朸	lih	liq8	7									
律	律	lih	liq8	1	liq8	9	liq8	10	liq8	11			
𢯰	𢯰		liq8	1					liq8	11		讓帶水的東西放在盛器中自行滴乾	
𧊐	𧊐	lih	liq8	7									
葎	葎		liq8										
栗	栗	lih	liq8	1	liq8	9	liq8	10					
慄	栗	lih	liq8	1	liq8	9	liq8	10	liq8	11			
凓	栗	lih	liq8	1									
溧	溧		liq8										
傈	傈		liq8										
篥	篥		liq8										
率	率		liq8	2	liq8	9	liq8	10	liq8	11		效率	
𨫏	𨫏	lih	liq8	7									
捩	捩	lih	liq8	7									
曆	历	lih	liq8	1									
暦	暦		liq8										
厤	历		liq8	1									
歷	历		liq8	2	liq8	9	liq8	10	liq8	11			
歴	历		liq8	2									
厯	历	lih	liq8	2									
癧	疬	lih	liq8	1								癧串	
靂	雳	lih	liq8	1									
瀝	沥		liq8	1	liq8	9			liq8	11		竹瀝	
櫪	枥	lih	liq8	7									
𤁋	𤁋	lih	liq8	7									
壢	坜		liq8										
立	立	lih	liq8	1	liq8	9	liq8	10	liq8	11			
笠	笠	lih	liq8	2	liq8	9	liq8	10	liq8	11			
粒	粒	lih	liq8	1	liq8	9	liq8	10	liq8	11			
鉝	𫟷		liq8									化學元素	
砬	砬		liq8										
列	列	lih	liq8	1	liq8	9	liq8	10	liq8	11			
裂	裂	lih	liq8	2	liq8	9	liq8	10	liq8	11			
烈	烈	lih	liq8	2	liq8	9	liq8	10	liq8	11			
冽	冽	lih	liq8	2									
洌	洌	lih	liq8	7									
趔	趔		liq8										
茢	茢	lih	liq8	7									
咧	咧		liq8										
迾	迾		liq8										
櫟	栎	lih	liq8	2									
礫	砾	lih	liq8	2									
躒	跞	lih	liq8	7									
轢	轹	lih	liq8	7									
𩧂	𩧂	lih	liq8	7									
䟏	䟏	lih	liq8	7									
瓅	瓅		liq8										
䉭	䉭		liq8	1							55	用竹篾編成的曬物器具，長方形如門板，也可以用來遮蔽倉庫門	
蒚	蒚	lih	liq8	7									
嚦	呖		liq8										
攊	攊		liq8										
皪	皪		liq8										
磿	磿		liq8										
秝	秝		liq8										
藶	苈		liq8										
蝷	蝷		liq8										
盭	盭		liq8										
姴	姴		liq8										
挒	挒		liq8										
蛚	蛚		liq8										
颲	颲		liq8										
鴷	䴕		liq8										
屴	屴		liq8										
岦	岦		liq8										
鴗	𫁡		liq8										
塛	塛		liq8										
搮	搮		liq8										
瑮	瑮		liq8										
鷅	𫛽		liq8										
麜	麜		liq8										
哷	哷		liq8										
浖	浖		liq8										
鋝	锊		liq8										
寽	寽		liq8										
繂	𫄴		liq8										
膟	膟		liq8										
裏	里	li	liq8	3							0.00	又音 僅限於“花裏花繃”	
裡	里		liq8	3							0.00	又音 僅限於“花裏花繃”	
接	接	tsih	ciq7	1	ciq7	9	ciq7	10	ciq7	11			
唼	唼		ciq7										
即	即	tsih	ciq7	1	ciq7	9	ciq7	10	ciq7	11			
卽	即		ciq7	1									
節	节	tsih	ciq7	1	ciq7	9	ciq7	10	ciq7	11			
櫛	栉	tsih	ciq7	7									
鯽	鲫	tsih	ciq7	2			ciq7	10	ciq7	11	0.00	文讀	
唧	唧	tsih	ciq7	7									
癤	疖	tsih	ciq7	7									
堲	堲	tsih	ciq7	7									
揤	揤	tsih	ciq7	7									
𧉆	𧉆		ciq7	1								蹔𧉆	
執	执	tsih	ciq7	2	ciq7	9	ciq7	10	ciq7	11			
縶	絷	tsih	ciq7	7									
蓻	蓻	tsih	ciq7	7									
汁	汁	tsih	ciq7	1	ciq7	9	ciq7	10	ciq7	11			
迹	迹		ciq7	1									
跡	迹		ciq7	1	ciq7	9	ciq7	10	ciq7	11			
蹟	迹	tsih	ciq7	1									
績	绩	tsih	ciq7	1	ciq7	9	ciq7	10	ciq7	11			
勣	绩	tsih	ciq7	1									
漬	渍	ts	ciq7	1					ciq7	11			
積	积	tsih	ciq7	1	ciq7	9	ciq7	10	ciq7	11			
跖	跖	tsih	ciq7	7	tho3	9							
蹠	跖	tsih	ciq7	7									
織	织	tsih	ciq7	1	ciq7	9	ciq7	10	ciq7	11			
職	职	tsih	ciq7	2	ciq7	9	ciq7	10	ciq7	11			
蘵	蘵		ciq7										
脊	脊	tsih	ciq7	1	ciq7	9	ciq7	10	ciq7	11			
瘠	瘠	tsih	ciq7	2									
鶺	鹡	tsih	ciq7	7									
嵴	嵴		ciq7										
尐	尐		ciq7	4								小尐尐	
嘎	嘎								ciq7	11	0.00	瘦嘎嘎：形容比較瘦	#
炙	炙	tsih	ciq7	2					ciq7	11			
禝	禝	tsih	ciq7	7									
只	只	tsih	ciq7	1	ciq7	9	ciq7	10	ciq7	11			
祇	只		ciq7	1							0.00	同“只”	
知	知	cü	ciq7	5							0.00	僅限於“弗知”	
蜘	蜘	cü	ciq7	2							0.00	僅限於“蜘蛛”	#
楫	楫	tsih	ciq7	7									
檝	楫		ciq7	7									
郅	郅		ciq7										
桎	桎		ciq7										
蛭	蛭		ciq7										
螲	螲		ciq7										
厔	厔		ciq7										
陟	陟	tsih	ciq7	7									
騭	骘	tsih	ciq7	1	ciq7	9							
𨽥	𨽥		ciq7									同“騭”	
隲	𱀑		ciq7									同“騭”	
轍	辙		ciq7	2			dzaq8	10					
折	折	tsih	ciq7	1	tsyuq7	9	tsoq7	10	ciq7	11			
哲	哲	tsih	ciq7	2	tsyuq7	9	tsoq7	10					
喆	哲		ciq7	2									
蜇	蜇		ciq7	1	tsyuq7	9			tsoq7	11			
浙	浙	tsih	ciq7	2	tsyuq7	9	tsoq7	10	tsoq7	11			
摺	折	tsih	ciq7	1	ciq7	9			ciq7	11			
褶	褶	tsih	ciq7	2	ciq7	9	ciq7	10	ciq7	11			
慴	慴		ciq7										
晢	晢	tsih	ciq7	7									
讋	詟		ciq7										
質	质	tsih	ciq7	2	tsyuq7	9	tsoq7	10					
鑕	锧	tsih	ciq7	7									
櫍	櫍	tsih	ciq7	7									
𡂒	𡂒	tsih	ciq7	7									
𩧄	𩧄	tsih	ciq7	7									
䜠	䜠	tsih	ciq7	7									
磔	磔	tsih	ciq7	7									
踖	踖	tsih	ciq7	7									
㘍	㘍	tsih	ciq7	7									
婕	婕		ciq7										
摭	摭		ciq7										
