繁體	兼容格式	湯版頁碼	《阿拉宁波话》頁碼	朱版頁碼	釋義	備註	詞頻
飯飲湯	vae in thaon						
犯直軋	vae jiq gaq						
犯界	vae ka			67			
飯格	vae kaq	134	97	169			55
飯格子	vae kaq tsy	134	97	169			55
飯窠	vae khou	134	97	169			55
飯窠籮	vae khou lou			169			
飯黏	vae kni	134	61	169	用來黏東西的飯粒		55
飯黏糝	vae kni sei		61	169	用來黏東西的飯粒	《阿拉宁波话》作「飯黏碎」，非	55
煩過去	vae kou chi						
犯關	vae kuae	133	256, 283	67			578
飯瓜	vae kuo	134	74	168			55
飯瓜蒂頭	vae kuo ti deu						
飯瓜子	vae kuo tsy		76	169			55
飯籃	vae lae	134	98				55
飯籃筲箕	vae lae sau ci	134	98				55
飯籃吊起	vae lae tiau chi						
煩勒可憐	vae laq khou li						
犯落	vae loq			67			
犯落丫臉勿認人	vae loq o li vaq gnin gnin						
犯落丫臉弗認人	vae loq o li vaq gnin gnin						1
煩落材	vae loq ze						
飯慢慢叫喫	vae mae mae ciau chioq						
飯煝焦了	vae mei ciau lei						
飯煝焦𡀂	vae mei ciau lei						
飯𤈦焦了	vae mei ciau lei						55
飯𤈦焦𡀂	vae mei ciau lei						55
飯米糝	vae mi sei	134			飯粒		55
煩難	vae nae	133	255				
梵啞鈴	vae o lin						
飯阿講喫	vae oq kaon chioq						
飯包	vae pau	134	45	168			55
萬寶全書	vae pau dzoe syu	135	35	17			55
煩比牢糟	vae pi lau tsau	133					55
帆布矮凳	vae pu a ten	133					55
帆布椅	vae pu i	133					
帆布椅	vae pu iu	133					
帆布凳	vae pu ten	133					55
帆布牀	vae pu zaon	133					
萬三	vae sae	135	30	17			55
飯傘	vae sae	134	97	168			55
萬三鬼	vae sae ciu	135	30				55
萬生萬世	vae san vae shi	135	292	17			55
煩煞一樣	vae saq iq yan		255				55
煩煞介	vae saq ka		255				55
煩煞可憐	vae saq khou li						
煩煞死	vae saq shi						
飯筲箕	vae sau ci	134	98	170			55
飯筲箕籃	vae sau ci lae		98	170			55
飯糝	vae sei	134		169	飯粒		55
萬試萬應	vae sy vae in	135	327	17			55
萬試萬靈	vae sy vae lin						
飯師父	vae sy vu	134	24	170			55
飯單	vae tae	134	58	169			55
飯單襟	vae tae cin	134					55
凡到	vae tau		283	23			55
犯對	vae tei	133	195	67			55
犯天打	vae thi tan	133					55
飯店	vae ti	134					
煩赤佬	vae tshaq lau						
犯衆人𧮙	vae tson gnin zoq						
凡仔	vae tsy		283				55
飯烏龜	vae u ciu	134	24	170			55
飯碗	vae un	134					
飯碗頭	vae un deu	134	62				55
煩煩者	vae vae tse				煩人的人		
犯勿着	vae vaq dzoq						
犯弗着	vae vaq dzoq						1
犯勿着	vae vaq zoq						
犯弗着	vae vaq zoq						1
煩腐一樣	vae vu iq yan		255				55
煩腐介	vae vu ka		255				55
犯夜	vae ya	133	198	67			55
飯盂	vae yu	134		169			55
犯罪	vae zei	134					
犯賤	vae zhi	133	198	67			
犯着	vae zoq	134					55
犯熟地	vae zoq di		206				55
煩	vae2	133	198	322			
範	vae4	135	200	197			
飯	vae6	134	61	168			
房鈿	vaon di	230	126	231			55
房間	vaon kae	230					
房間裏向	vaon kae li shian						
房間漆暗	vaon kae tshaq ei-e						
房客	vaon khaq	230					
房空	vaon khon	230	90	231			55
房門	vaon men	230					
望門大姑娘	vaon men dou ku gnian	230					55
望門寡	vaon men kuo	230					
房屋	vaon oq	230					
房東	vaon ton	230					
房子	vaon tsy	230					
房	vaon2	230					
勿去	vaq chi						
弗去	vaq chi						1
勿怯氣	vaq chiq chi	304	314				
弗怯氣	vaq chiq chi			77			55
勿長毛	vaq cian mau	304	313				
弗長毛	vaq cian mau			76			55
勿招怪	vaq ciau kua						
弗招怪	vaq ciau kua						1
罰咒	vaq cieu	304					55
物證	vaq cin	304					
勿結	vaq ciq		297				
弗知	vaq ciq	304	297		不知		55
弗知咋是咋	vaq ciq dza zy dza		339		說不出怎麼回事；給人異樣或不舒服的感覺		55
勿大	vaq da	303					
弗大	vaq da						55
佛堂	vaq daon	304					
勿圖做人	vaq du tsou gnin						
弗圖做人	vaq du tsou gnin						1
勿咋	vaq dza	303					
弗咋	vaq dza						55
勿在內	vaq dze nei	303	314				
弗在內	vaq dze nei			76			55
勿在乎	vaq dze wu		314				
弗在乎	vaq dze wu						55
勿然	vaq gni		287, 300				
弗然	vaq gni						55
勿二勿三	vaq gni vaq sae		328				
弗二弗三	vaq gni vaq sae			78			55
勿認得	vaq gnin taq	304					
弗認得	vaq gnin taq						55
罰願	vaq gniu	304	140	256			55
勿好	vaq hau		298				
弗好	vaq hau						55
勿依	vaq i	303					
弗依	vaq i						55
勿及	vaq ji		297				
弗及	vaq ji						55
勿着港	vaq jiaq kaon		314				
弗着港	vaq jiaq kaon	304		77			55
勿及屋裏	vaq jiq oq li						
弗及屋裏	vaq jiq oq li						1
勿尷勿尬	vaq kae vaq ka		328				
弗尷弗尬	vaq kae vaq ka						55
勿合算	vaq kaq soe						578
弗合算	vaq kaq soe						578
勿肯歇	vaq khen shiq	304	176				
弗肯歇	vaq khen shiq			76			55
勿可做絕	vaq khou tsou dzyuq						
弗可做絕	vaq khou tsou dzyuq						1
勿敢當	vaq ki-ke taon	303					
弗敢當	vaq ki-ke taon						55
勿過	vaq kou		298				
弗過	vaq kou			75			55
勿怪	vaq kua				不管；不聞不問		
弗怪	vaq kua				不管；不聞不問		55
勿管賬	vaq kun cian	304	314				
弗管賬	vaq kun cian			78			55
勿啦	vaq laq		303				418
弗啦	vaq laq			254			1000
弗老氣	vaq lau chi			76			
勿來	vaq le		297				20000
弗來	vaq le			75			60000
勿論	vaq len	304					
弗論	vaq len						55
勿落直	vaq loq jiq						
弗落直	vaq loq jiq						1
勿問長短	vaq men jian toe		328				
弗問長短	vaq men jian toe			78			55
勿問時候	vaq men zy gheu						
弗問時候	vaq men zy gheu						1
勿鞔鼓中心	vaq mun ku tson shin						
弗鞔鼓中心	vaq mun ku tson shin						1
勿三勿四	vaq sae vaq sy						
弗三弗四	vaq sae vaq sy						1
勿生好心	vaq san hau shin	304	300				
弗生好心	vaq san hau shin			78			55
弗生勿搞	vaq san vaq gau			78			
勿爽快	vaq saon khua	115	177				
弗爽快	vaq saon khua			77			55
勿燥勿溼	vaq sau vaq shiq		328				
弗燥弗溼	vaq sau vaq shiq						55
勿死爛活	vaq shi lae waq						
弗死爛活	vaq shi lae waq						1
勿相相	vaq shian shian		297				
弗相相	vaq shian shian						55
勿相信	vaq shian shin						
弗相信	vaq shian shin						1
勿相像	vaq shian zhian		297				
弗相像	vaq shian zhian						55
勿相似	vaq shian zy		298				
弗相似	vaq shian zy			77			55
勿曉得	vaq shiau taq						578
弗曉得	vaq shiau taq						578
佛手	vaq shieu	304					
勿捨得	vaq so taq	303	314				55
弗捨得	vaq so taq			76			55
勿打記頭	vaq tan ci deu		289				
弗打記頭	vaq tan ci deu			78			55
勿得	vaq taq		300				
弗得	vaq taq						55
勿得了	vaq taq liau	304					
弗得了	vaq taq liau						55
勿對	vaq tei	303	252				
弗對	vaq tei			75			55
勿討妙	vaq thau miau		314				
弗討妙	vaq thau miau						55
弗得知	vaq toq tsyu			77			
罰鈔票	vaq tshau phiau	304					55
勿錯	vaq tshou	303					
弗錯	vaq tshou						55
勿出產	vaq tshyuq sae		314				
弗出產	vaq tshyuq sae						55
弗作興	vaq tsoq shin			76			
勿做肉	vaq tsou gnioq	303	314				
弗做肉	vaq tsou gnioq			77			55
勿服	vaq voq	304					
弗服	vaq voq						55
勿有	vaq yeu		298				
弗有	vaq yeu						55
勿上課	vaq zaon khou	303	313				
弗上課	vaq zaon khou			76			55
勿上算	vaq zaon soe						578
弗上算	vaq zaon soe						578
勿上勿落	vaq zaon vaq loq		328				
弗上弗落	vaq zaon vaq loq			78			55
勿像	vaq zhian		297				
弗像	vaq zhian			75			55
勿然	vaq zoe		287, 300				
弗然	vaq zoe						55
勿是	vaq zy		300				70000
弗是	vaq zy			75			170000
弗是介	vaq zy ka			77			
勿是生意經	vaq zy san i cin		339				
弗是生意經	vaq zy san i cin			78			55
弗是話頭	vaq zy wo deu			78			
勿入料	vaq zyuq liau	303					
弗入料	vaq zyuq liau						55
弗入流	vaq zyuq lieu			75			
佛	vaq8	304					
勿	vaq8	303	296	75			
弗	vaq8		296	75			
罰	vaq8		171	256			
𠲎	vaq8		303	254			
𣍐大	vei da		296				55
𣍐咋	vei dza		296				55
𣍐好	vei hau	165	285	317			578
𣍐好也嘸法	vei hau gha mh faq						
浮面	vei mi			324			
𣍐難熬	vei nae ngau		322				55
浮屍	vei sy		34	324			578
𣍐錯	vei tshou		249				55
𣍐話	vei wo	165	253	317			55
𣍐	vei2	165	296	317			
文憑	ven bin	252					
文氣	ven chi	252		44			
墳頭	ven deu		8				
文大糊	ven dou wu						
份衣	ven i			113			
份成三股生	ven jin sae ku san						
文具店	ven jiu ti	252					
甮講	ven kaon	252					578
甮加氣	ven ko chi		322				55
文明戲	ven min shi	252					
墳墓	ven mou	252					
墳碑	ven pei	252					55
甮派	ven pha	252	283	268			578
文旦	ven tae	252	74	44			
文昌菩薩	ven tshaon bu saq	252					55
文文氣氣	ven ven chi chi	252					55
份份開	ven ven khe						
墳	ven2	252	8				
甮	ven2	252	296	268			
份	ven6	252	120, 155	113			
分	ven6		120	41			
浮瓢	veu biau	193		325			55
浮薸	veu biau	193	116	325			55
浮泥	veu gni			324			
浮面	veu mi	193	10	324			
浮屍	veu sy	193	34	324			578
浮浮	veu veu	193					55
未嘗	vi dzaon						
維他命	vi tha min						
尾子骨	vi tsy kuaq	17					55
味之素	vi tsy su	18	77	205			55
未嘗不可	vi zaon paq khou						
味	vi6	18	120				
未	vi6	18		416			
縫蕩	von daon	284					578
縫道	von dau		132	442			55
馮存仁堂	von dzen zyun daon						
逢人勿買賬	von gnin vaq ma cian						
逢人弗買賬	von gnin vaq ma cian						1
逢人勿相信	von gnin vaq shian shin						
逢人弗相信	von gnin vaq shian shin						1
縫衣機	von i ci		92	442			
鳳凰簫	von waon shiau		107	44			
逢	von2		216				
伏裏	voq li	335	17	112			55
伏裏頭	voq li deu		17				55
伏裏向	voq li shian		17				578
服帖	voq thiaq	336					
服服帖帖	voq voq thiaq thiaq	336					55
服	voq8	336					
霧白洋洋	vu baq yan yan						
無千大萬	vu chi da vae		223	28			
無千達萬	vu chi daq vae						
腐𤒻𤒻	vu daq daq	45	261	453			578
腐𤒻泥漿	vu daq gni cian						
無常	vu dzaon		131				
無核橘	vu ghaq ciuq						55
扶痚駝	vu hau dou						
腐滯涾剌	vu ji daq laq	45					55
腐滯刮剌	vu ji guaq la	45	261	453			55
腐滯刮剌	vu ji guaq laq	45	261	453			55
腐滯滯	vu ji ji	45	261	453		湯版作「腐奇奇」，《阿拉宁波话》作「腐其其」。《鄞縣通志》p.2967 記「腐滯滯」，可知該後綴爲 dzi dzi > dʑi dʑi，非團音。	55
腐滯刮剌	vu ji kuaq la	45	261	453			55
腐滯刮剌	vu ji kuaq laq	45	261	453			55
腐滯刮剌	vu jiq guaq la	45	261	453			55
腐滯刮剌	vu jiq guaq laq	45	261	453			55
腐滯刮剌	vu jiq kuaq la	45	261	453			55
腐滯刮剌	vu jiq kuaq laq	45	261	453			55
無賴	vu la						
霧露	vu lu		4	425			418
霧露且且	vu lu chia chia		257	425			55
無名指	vu min tsy						
扶手	vu shieu	44					
務心	vu shin		239	67			55
腐竹	vu tsoq	45					
芙蓉花	vu yon huo	45					
腐	vu6	45	208	453			
壞賬	wa cian	72					
還只	wa ciq	72	289	147			55
還好	wa hau	72					
還好燒火	wa hau shiau hou						
還來紹興	wa le zhiau shin						
懷錶	wa piau	72					
還當福氣	wa taon foq chi						
還搭	wa taq				或者；或是		
還有	wa yeu		39				
𠿭	wa2			468			
環肩胛	wae ci kaq	149					55
還俗	wae dzoq	149					
還願心	wae gniu shin	149	140	147			55
還䩩	wae iu			109	稱東西時稱一下盛器的重量以便扣除		
還潮	wae jiau	149	212	147			55
還價	wae ko	149					
環落	wae loq	149					55
環眼	wae ngae	149	37				55
還包門	wae pau men			147			
還報門	wae pau men	149	318				55
環襻頭	wae phae deu	149					55
頑僧和尚	wae sen ghou zaon						
環天倒地	wae thi tau di		179	155			55
環天倒地來該嘔	wae thi tau di le ke eu						
環天倒地來該謳	wae thi tau di le ke eu						1
還轉	wae tsoe		171	147			55
環嘴	wae tsyu	149					55
環環	wae wae		179	155			
環環嘔	wae wae eu						
環環謳	wae wae eu						1
環環哭	wae wae khoq						
環環嘶	wae wae shi						
環環𧮙	wae wae zoq						
還魂酒	wae wen cieu	149	81	147			55
還魂塑料	wae wen soq liau			148			
還	wae2	149					
環	wae6	149	143				
橫嶴	wan au						
橫道線	wan dau shi				人行橫道線		
橫頭	wan deu	226	11, 128	463			418
橫頭多	wan deu tou						
橫愛司頭	wan e sy deu	226					55
橫直	wan jiq		294	464			
橫闊大	wan khuaq dou		222				55
橫裏	wan li	226	119				578
橫樑	wan lian	226					
橫簫	wan shiau	226	107	464			55
橫使	wan sy	226					55
橫絲流	wan sy lieu						
橫東道	wan ton dau	227	184, 324				55
橫縱	wan tson	226	294	463			55
橫賭	wan tu	226	184				55
橫橫動	wan wan don	226	119	464			55
橫豎	wan zy	226					
橫豎橫	wan zy wan			464			
橫豎	wan zyu	226					
橫豎橫	wan zyu wan	226	197	464			55
橫	wan2	226	9				
橫	wan6	226	135	463			
黃膨膨	waon ban ban						
黃蓬蓬	waon bon bon						
王婆	waon bou	242					55
黃婆雞	waon bou ci	243	68				55
旺七旺八	waon chiq waon paq	244	243	205			55
黃金瓜	waon cin kuo	244	74	341			55
黃金瓜𢪂藤	waon cin kuo da den						
黃鮚	waon ciq	244	67	341			55
黃鮚薧	waon ciq khau			342			
黃鮚鮳	waon ciq khau						
黃糖	waon daon	244					55
黃桃	waon dau						
黃道吉日	waon dau ciq gniq	243					
黃豆	waon deu	243					
黃頭貓	waon deu mae	243	37				55
黃頭毛	waon deu mau			341			
黃豆芽	waon deu ngo	243					
黃豆湯	waon deu thaon	243	30	204			418
黃銅	waon don	244					
黃泉路	waon dzoe lu	243					
黃蜂	waon fon	244					
黃蜂窠	waon fon khou	244					55
黃汗	waon ghei-ghe	244	46				55
黃汗直淋	waon ghei-ghe jiq lin		260				55
黃汗活崩	waon ghei-ghe waq pon	244					55
黃泥拱	waon gni kon		73				55
黃泥拱筍	waon gni kon syun		73				55
黃亨亨	waon han han	243	272	341			55
黃昏頭	waon huei dei	50		341			
黃昏頭	waon huei deu	50	13	341			55
黃昏頭	waon huen dei	50		341			
黃昏頭	waon huen deu	50, 244	13	341			55
黃昏曉	waon huen shiau	244	3				55
黃菸	waon i	243					55
黃央央	waon ian ian	243	220	341			55
黃秧菜	waon ian tshe		72	342		《阿拉宁波话》作「黃芽菜」，音不合。據《活色生香宁波话》改作「黃秧菜」。	
黃喳暴	waon jia pau						
黃腸癟西	waon jian piq shi	243	235	342			55
黃澄澄	waon jin jin			342			
王隘	waon ka						
黃蛤	waon kaq			341			
黃狗	waon keu		109	340			55
黃狗甩尾巴	waon keu huaq mi po						
黃狗甩尾巴	waon keu huaq ng po						
黃狗咬痛腳	waon keu ngau thon ciaq		341				
黃狗拖來一梗臭年糕	waon keu thou le iq kan chieu gni kau						
黃狗拖來一梗臭年糕	waon keu thou le iq kuan chieu gni kau						
黃狗遊河	waon keu yeu ghou						
惶恐	waon khon	244	177	412			
黃狗	waon ki-ke	242	109	340			55
黃狗甩尾巴	waon ki-ke huaq mi po						
黃狗甩尾巴	waon ki-ke huaq ng po						
黃狗咬痛腳	waon ki-ke ngau thon ciaq		341				
黃狗拖來一梗臭年糕	waon ki-ke thou le iq kan chieu gni kau						
黃狗拖來一梗臭年糕	waon ki-ke thou le iq kuan chieu gni kau						
黃狗遊河	waon ki-ke yeu ghou						
王家墩	waon ko ten						
王家灣	waon ko uae						
黃古古	waon ku ku	243	272	341			55
黃瓜	waon kuo	243					
皇曆	waon liq	242					
黃龍港	waon lon kaon						
黃虻	waon man	243	112	340	牛虻	湯版作「黃蜢」。	55
黃猛蛇	waon man dzo		114	342			55
黃梅天	waon mei thi	243					
黃黴天	waon mei thi	243					55
黃𤿏糕	waon nei kau	243	80	342			55
黃魚	waon ng	244					
黃魚鯗	waon ng shian		69	341			55
黃魚鯗烤肉	waon ng shian khau gnioq						
黃魚車	waon ng tsho	244	89	341			
黃巖蜜橘	waon ngae miq ciuq	243					55
黃牛	waon ngeu	243					
黃牛肩胛	waon ngeu ci kaq	243					55
黃齈鼻頭	waon nhon baq deu	244					55
王八	waon pa	242					
忘八蛋	waon pa dae						
王伯伯	waon paq paq						
黃爆爆	waon pau pau		272	342			55
黃包車	waon pau tsho	243	89	341			
黃包車伕	waon pau tsho fu	243					55
黃胖	waon phaon	243	55	340			55
黃胖病	waon phaon bin	38			肝炎		
黃胖日頭	waon phaon gniq deu		3				55
黃胖虛脹	waon phaon shiu cian						
旺三無程	waon sae vu jin	244	243	205	狂妄自大，目空一切	湯版作「旺三無陳」。	55
旺三無程	waon sae wu- jin	244	243	205	狂妄自大，目空一切	湯版作「旺三無陳」。	55
黃蜆	waon shi	242	70	341			55
旺興	waon shin		30	204			55
旺興腳夾	waon shin ciaq kaq		243		形容浮誇、莽撞的樣子	《阿拉宁波话》作「旺興結夾」。	
旺興夾腳	waon shin kaq ciaq	244	243	205	形容浮誇、莽撞的樣子	《阿拉宁波话》作「旺興夾結」。	55
旺興帶爛泥	waon shin ta na gni	244	243				55
旺興丁	waon shin tin	244	30	204			55
黃沙	waon so	243					
黃沙日	waon so gniq						
黃松松	waon son son				如松花一般的嫩黃色		
皇帝老官打渠跔	waon ti lau kun tan ji geu						
黃草雞	waon tshau ci		68				55
黃糙米	waon tshau mi	243					55
黃榨榨	waon tso tso			342			
黃腫爛熟	waon tson lae zoq	244	264		菜燒得過熟而發黃	湯版作「黃終爛熟」。	55
黃鼠狼	waon tsy laon	242					
黃鼠狼弶	waon tsy laon jian						
旺旺動	waon waon don	244	243	205			55
黃楊	waon yan	243					
黃樣樣	waon yan yan						
黃楊樹	waon yan zyu	243					55
黃鱔	waon yi	243	70				
黃鱔骨	waon yi kuaq	243					55
黃鱔籠	waon yi lon		106				55
黃葉爿	waon yiq bae						
黃	waon2	242		501			
旺	waon6	244	243	204			
滉	waon6	244	212	276			
活被	waq bei		299				55
活被	waq bi	330		277			55
滑皮皮	waq bi bi						
活皮蝦	waq bi huo		67				55
滑皮蝦	waq bi huo		67				55
活搶活奪	waq chian waq daq		334				55
滑稽戲	waq ci shi	331					
劃帳	waq cian	331					55
活腳	waq ciaq	330	254	277			55
活結	waq ciq	331					
還只	waq ciq			147			
活鬼	waq ciu		131	277			55
滑澾精光	waq daq cin kuaon	331		411			55
滑澾澾	waq daq daq	331	261	410			55
滑頭	waq deu	331					
滑頭碼子	waq deu mo tsy	331	30				55
滑頭滑腦	waq deu waq nau	331		411			
活大翹	waq dou jiau						
滑饞饞	waq dzae dzae		261	411			55
活撞活顛	waq dzaon waq ti		335	278			55
滑滯滯	waq ji ji	331					55
滑腸	waq jian	331	172				55
活股結	waq ku ciq	331					55
囫圇	waq len	330					
活裏活絡	waq li waq loq	330					55
活靈	waq lin	330	49	417			578
活靈喫𢞕	waq lin chioq hoq						
活靈反背	waq lin fae pei		335				55
活靈嚇出	waq lin haq tshyuq	330	335				418
活靈豁出	waq lin huaq tshyuq						
活靈一眼勿生	waq lin iq ngae vaq san						
活靈一眼弗生	waq lin iq ngae vaq san						1
活靈生進	waq lin san cin		335				55
活靈死出	waq lin shi tshyuq		335				55
活靈捉進	waq lin tsoq cin		335				55
活靈勿生	waq lin vaq san						
活靈弗生	waq lin vaq san						1
活靈𧼰進	waq lin zaq cin		335				55
活靈𧼰出	waq lin zaq tshyuq		335				55
活靈入進	waq lin zyuq cin		335				55
滑立滑澾	waq liq waq daq		261				55
活龍	waq lon	330	265				55
活龍介	waq lon ka			277			
活龍活現	waq lon waq yi	330					
活絡	waq loq	330	237	277			
活絡活勒坒頭外	waq loq waq laq bi deu nga						
活奔	waq pen		268	276			55
活逼四六	waq piq sy loq		335				55
活逼四六	waq piq sy lou		335				55
活猻	waq sen	330	110	277			578
活猻頭	waq sen deu		110				55
活猻日	waq sen gniq						
活猻帽	waq sen mau		56	277			55
活猻屁股	waq sen phi ku	330					55
活猻屁股紅冬冬	waq sen phi ku ghon ton ton						
活猻倒穀	waq sen tau koq						
活猻的剝	waq sen tiq poq		248				55
活相	waq shian		237				55
滑相	waq shian	331	261	410			55
還搭	waq taq				或者；或是		
滑脫	waq thaq		209	410			
滑脫精光	waq thaq cin kuaon	331	224				55
活脫印過	waq thaq in kou	330	237	278			55
活脫過塑	waq thaq kou su	330	237	278		湯版作「活脫過數」。	55
活脫塑子	waq thaq su tsy	330	237	278			55
活氽活滾	waq then waq kuen	330	237	277	形容說話極爲伶俐、圓滑	《阿拉宁波话》作「活吞活滾」。	55
活出離	waq tshyuq li	330					55
滑子	waq tsy	331	91	410			55
活無常	waq vu dzaon						
活無常	waq wu- dzaon						
滑饞饞	waq zae zae		261	411			55
滑石石	waq zaq zaq		261				55
活	waq8		268				
滑	waq8	331					
𠿭	waq8		302	468			
𣝗	waq8	331	117	484			55
胃病	wei bin	175					
胃病爬起	wei bin bo chi						
胃氣痛	wei chi thon	174					55
回腳出	wei ciaq tshyuq		317				55
燴積下飯	wei ciq gho vae						
圍塘	wei daon						
會庉弄堂篤底	wei den lon daon toq ti						
回頭	wei deu	174	139	109			
